customer_id,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,default_flag,spending_ratio,join_date,repayment_history,transaction_count,join_year,join_month,join_day,join_weekday,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,debt_to_income_ratio,avg_monthly_transaction,spending_to_income_ratio
100001,0.807600950118765,1,1,Salaried,-0.8307327711755351,-0.31478473467546886,-0.6794918330308531,0,15.02,2024-05-05,6.0,62.0,2024,5,5,Sunday,1,0,0,0,0,0,0,1,0,0.37892418067248046,10.333333333333334,0.1502
100002,-1.0451306413301664,1,2,Salaried,-0.6323595234625727,-0.18171422625681966,0.5546279491833029,1,27.04,2016-03-03,11.0,57.0,2016,3,3,Thursday,0,0,1,0,0,0,0,0,1,0.2873590410433262,9.5,0.2704
100003,-0.28503562945368177,0,2,Salaried,-0.17159369611273081,-0.2804863610506839,-0.2039927404718695,0,71.28,2013-02-17,0.0,52.0,2013,2,17,Sunday,0,1,0,0,0,0,1,0,0,1.6345959519772486,8.666666666666666,0.7128
100004,-0.807600950118765,1,1,Salaried,-0.4971149919205324,-0.6183099738299384,0.7034482758620688,0,71.66,2025-03-06,10.0,284.0,2025,3,6,Thursday,0,1,0,0,1,0,0,0,0,1.2437966745705789,47.333333333333336,0.7166
100005,-0.8551068883610452,0,2,Self-Employed,-0.9474203420417924,4.9379936022306845,0.07186932849364774,0,12.82,2022-03-26,12.0,86.0,2022,3,26,Saturday,1,0,0,0,0,1,0,0,0,-5.212040931682741,14.333333333333334,0.1282
100006,-0.807600950118765,1,2,Salaried,-0.279556358439137,-0.4041330241645773,-0.011615245009074576,0,7.86,2019-06-19,5.0,57.0,2019,6,19,Wednesday,0,0,0,1,0,0,0,1,0,1.4456227231639314,9.5,0.0786
100007,0.7125890736342043,0,1,Salaried,0.9956959244659789,1.055636064972723,-0.1894736842105265,0,24.68,2012-02-07,12.0,27.0,2012,2,7,Tuesday,0,0,1,0,0,0,0,1,0,1.0601992425939595,4.5,0.2468
100008,-0.4275534441805226,0,1,Salaried,0.8384113843749185,0.8910271777428785,0.16624319419237732,0,59.18,2021-05-02,8.0,155.0,2021,5,2,Sunday,1,0,0,0,1,0,0,0,0,1.0627565349761896,25.833333333333332,0.5918
100009,0.09501187648456058,0,1,Salaried,0.49218927415257674,0.5604636874569086,0.5872958257713247,0,22.9,2022-08-03,9.0,40.0,2022,8,3,Wednesday,0,0,0,1,1,0,0,0,0,1.1387157682821976,6.666666666666667,0.22899999999999998
100010,0.0,1,2,Salaried,-0.9447600768968055,-0.6243030966972914,-0.41088929219600745,0,68.12,2024-07-29,1.0,124.0,2024,7,29,Monday,0,0,1,0,1,0,0,0,0,0.6608059675297678,20.666666666666668,0.6812
100011,0.7125890736342043,1,2,Salaried,-0.5241023381836394,-0.17120478551088464,-0.9626134301270419,0,24.84,2019-05-30,2.0,194.0,2019,5,30,Thursday,0,0,0,1,0,0,0,1,0,0.3266628920302517,32.333333333333336,0.2484
100012,0.9501187648456059,0,2,Salaried,-0.43744545825538184,-0.5003182401041586,-0.9880217785843922,0,30.04,2023-03-21,1.0,92.0,2023,3,21,Tuesday,1,0,0,0,0,0,1,0,0,1.1437271336626187,15.333333333333334,0.3004
100013,0.4275534441805226,0,3,Salaried,0.2738494648014953,0.5380665489644298,-0.4362976406533577,0,73.29,2010-02-23,10.0,290.0,2010,2,23,Tuesday,0,1,0,0,0,1,0,0,0,1.9648260015934558,48.333333333333336,0.7329000000000001
100014,0.5225653206650832,0,2,Salaried,-0.8114342978235222,-0.48035772654421677,0.1372050816696913,0,67.83,2013-07-31,0.0,166.0,2013,7,31,Wednesday,0,1,0,0,0,1,0,0,0,0.5919859782026236,27.666666666666668,0.6783
100015,0.6175771971496438,0,2,Self-Employed,0.9719369349455176,0.8935068827527924,-0.5379310344827588,1,30.01,2017-08-19,11.0,166.0,2017,8,19,Saturday,0,1,0,0,1,0,0,0,0,0.9193054102866031,27.666666666666668,0.30010000000000003
100016,0.5700712589073635,1,3,Unemployed,0.5133484385252397,0.9214544056797951,0.15535390199637006,1,91.15,2014-10-30,2.0,140.0,2014,10,30,Thursday,0,0,0,1,0,0,1,0,0,1.7949882312430374,23.333333333333332,0.9115000000000001
100017,0.23752969121140147,0,1,Salaried,-0.3456421613800066,0.0023186149426334506,-0.1495462794918332,0,14.2,2017-07-20,6.0,209.0,2017,7,20,Thursday,0,0,0,1,0,0,0,1,0,-0.006708136916446123,34.833333333333336,0.142
100018,-0.9026128266033255,0,1,Unemployed,0.7282511202006545,-0.4752156743601791,-0.12050816696914717,1,13.7,2018-07-10,12.0,29.0,2018,7,10,Tuesday,0,1,0,0,1,0,0,0,0,-0.6525436915623875,4.833333333333333,0.13699999999999998
100019,-0.47505938242280293,0,1,Salaried,-0.2036209393748996,-0.5340518137370756,0.598185117967332,0,59.34,2017-09-18,9.0,37.0,2017,9,18,Monday,0,0,0,1,1,0,0,0,0,2.622774530834466,6.166666666666667,0.5934
100020,0.28503562945368177,0,2,Unemployed,-0.8391281175398192,-0.47609066859458127,0.2569872958257712,0,70.68,2010-12-22,8.0,10.0,2010,12,22,Wednesday,0,1,0,0,0,0,0,1,0,0.5673635034306777,1.6666666666666667,0.7068000000000001
100021,-0.3800475059382423,1,1,Salaried,-0.08920384448526888,0.628275161827479,-0.7230490018148822,1,16.23,2022-01-10,12.0,179.0,2022,1,10,Monday,0,0,0,1,0,0,0,0,1,-7.043139961655266,29.833333333333332,0.1623
100022,-0.807600950118765,1,3,Unemployed,0.7057258787637781,-0.23387297775678706,-0.29183303085299467,0,12.09,2018-06-28,11.0,139.0,2018,6,28,Thursday,0,1,0,0,1,0,0,0,0,-0.33139351240238346,23.166666666666668,0.1209
100023,-0.9501187648456059,1,3,Salaried,0.5726599916784065,0.819005359351744,0.5691470054446459,0,79.65,2016-07-29,10.0,157.0,2016,7,29,Friday,0,1,0,0,0,0,0,0,1,1.4301773674660334,26.166666666666668,0.7965000000000001
100024,0.9026128266033255,0,1,Salaried,-0.9213551095566473,-0.4076572140510677,-0.7774954627949185,0,84.69,2023-11-15,2.0,281.0,2023,11,15,Wednesday,0,0,1,0,0,0,0,1,0,0.4424539570277424,46.833333333333336,0.8469
100025,-0.9501187648456059,0,0,Salaried,0.7111757825983952,-0.4828362096523278,-0.7520871143375683,0,56.96,2018-02-10,7.0,14.0,2018,2,10,Saturday,0,0,1,0,0,1,0,0,0,-0.6789266753266091,2.3333333333333335,0.5696
100026,0.09501187648456058,1,2,Salaried,-0.8729673803182939,-0.3911202522942649,0.9393829401088928,0,11.26,2025-10-20,3.0,34.0,2025,10,20,Monday,0,0,1,0,0,0,1,0,0,0.4480353574627931,5.666666666666667,0.11259999999999999
100027,-0.47505938242280293,0,1,Salaried,0.3412640157862884,-0.041379005174297975,0.1698729582577131,0,50.594,2024-10-31,1.0,277.0,2024,10,31,Thursday,1,0,0,0,0,0,0,1,0,-0.12125217796244586,46.166666666666664,0.5059400000000001
100028,-1.0926365795724466,1,0,Salaried,-0.4957157749224711,0.19928952318704674,-0.7484573502722325,0,93.67,2016-06-28,4.0,275.0,2016,6,28,Tuesday,0,1,0,0,0,0,1,0,0,-0.40202376698263276,45.833333333333336,0.9367
100029,-0.23752969121140147,1,2,Unemployed,0.3047903323961326,-0.6424517388931785,0.10816696914700528,0,82.98,2015-03-23,11.0,107.0,2015,3,23,Monday,1,0,0,0,0,0,0,1,0,-2.107848152014845,17.833333333333332,0.8298000000000001
100030,-0.7125890736342043,1,2,Salaried,-0.4616265603612021,-0.4548751895337005,0.27150635208711416,0,30.02,2018-07-11,8.0,236.0,2018,7,11,Wednesday,0,1,0,0,0,0,1,0,0,0.9853748215392568,39.333333333333336,0.3002
100031,0.4275534441805226,1,0,Salaried,-0.4720783576606725,-0.6438734698737187,0.4319419237749546,0,80.07,2024-04-04,7.6,117.0,2024,4,4,Thursday,0,1,0,0,0,0,1,0,0,1.3639122815635019,19.5,0.8007
100032,-0.6175771971496438,0,2,Salaried,0.9041253437677385,1.2909737332050126,-0.4508166969147007,0,38.32,2013-08-25,1.0,21.0,2013,8,25,Sunday,0,0,0,1,0,0,1,0,0,1.4278703081424207,3.5,0.3832
100033,0.6650831353919241,0,1,Salaried,0.8092663834632705,1.4848270233101664,-0.8573502722323051,0,65.32,2014-09-13,3.0,281.0,2014,9,13,Saturday,0,0,0,1,0,1,0,0,0,1.8347815424580243,46.833333333333336,0.6531999999999999
100034,0.9501187648456059,1,1,Salaried,0.7592959694409694,1.8970775109369105,-0.4290381125226862,0,89.3,2025-09-28,12.0,247.0,2025,9,28,Sunday,0,1,0,0,0,1,0,0,0,2.4984690914843535,41.166666666666664,0.893
100035,-0.6175771971496438,0,3,Salaried,0.4748428440812819,0.2890628254940155,0.5255898366606169,0,11.43,2024-07-14,6.0,215.0,2024,7,14,Sunday,0,0,1,0,0,1,0,0,0,0.6087547261100449,35.833333333333336,0.1143
100036,-0.28503562945368177,1,1,Salaried,-0.07260394156867848,-0.36006269988130457,0.7070780399274046,0,20.4,2024-03-29,1.0,36.0,2024,3,29,Friday,0,1,0,0,0,1,0,0,0,4.9592720739645975,6.0,0.204
